transaction_id,customer_id,timestamp,amount,currency,device_id,is_fraud,tx_date,tx_hour,tx_dayofweek,tx_is_weekend,amount_log,cust_day_txn_count,cust_day_total_amount,cust_total_txn_count,cust_avg_amount,country__CN,country__DE,country__GB,country__IN,country__MX,country__US,merchant_category__CLOTHING,merchant_category__CRYPTO_EXCHANGE,merchant_category__ELECTRONICS,merchant_category__GAMBLING,merchant_category__GROCERIES,merchant_category__ONLINE_SUBSCRIPTION,merchant_category__RESTAURANT,merchant_category__TRAVEL,merchant_category__UTILITY_BILL,channel__MOBILE,channel__ONLINE,channel__POS,model_anomaly_score,model_anomaly_flag,country_label,merchant_category_label,channel_label,rule_R1_flag,rule_R2_flag,rule_R3_flag,rule_R4_flag
T0008760,C00013,2025-12-04 15:34:27.227951,44.71,USD,D0103,0,2025-12-04,15,3,0,3.822317092343653,1,44.71,26,33.14346153846154,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,-0.1287346922574097,0,US,GROCERIES,OTHER,0,0,0,0
T0014142,C00014,2025-09-08 07:29:42.227951,39.8,USD,D0003,0,2025-09-08,7,0,0,3.708682081410116,3,79.66,35,25.77914285714286,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,-0.0695463614479645,0,US,CLOTHING,POS,0,0,0,0
T0007619,C00014,2025-09-08 08:44:39.227951,26.58,USD,D0015,0,2025-09-08,8,0,0,3.3170908723651555,3,79.66,35,25.77914285714286,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.026560854704734,0,IN,ELECTRONICS,ONLINE,0,0,0,0
T0013169,C00014,2025-09-08 14:18:06.227951,13.28,USD,D0267,0,2025-09-08,14,0,0,2.658859956911438,3,79.66,35,25.77914285714286,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.0284355219126238,0,CN,GROCERIES,ONLINE,0,0,0,0
T0003776,C00014,2025-09-12 11:29:07.227951,7.3,USD,D0218,0,2025-09-12,11,4,0,2.1162555148025524,1,7.3,35,25.77914285714286,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,-0.0708047839967859,0,CN,CLOTHING,POS,0,0,0,0
T0002494,C00014,2025-09-13 12:43:23.227951,28.55,USD,D0339,0,2025-09-13,12,5,1,3.386083743852107,1,28.55,35,25.77914285714286,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,-0.1024825726509432,0,US,ELECTRONICS,OTHER,0,0,0,0
T0013814,C00014,2025-09-17 18:41:39.227951,15.28,USD,D0379,0,2025-09-17,18,2,0,2.7899373605743945,1,15.28,35,25.77914285714286,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.1092405807994261,0,GB,OTHER,ONLINE,0,0,0,0
T0013510,C00014,2025-09-18 12:01:05.227951,46.39,USD,D0316,0,2025-09-18,12,3,0,3.858411235979497,1,46.39,35,25.77914285714286,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,-0.103963908267561,0,US,UTILITY_BILL,POS,0,0,0,0
T0014316,C00014,2025-09-19 14:32:53.227951,14.86,USD,D0152,0,2025-09-19,14,4,0,2.7638002162067017,1,14.86,35,25.77914285714286,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-0.0882099374382476,0,GB,GROCERIES,POS,0,0,0,0
T0011048,C00014,2025-09-20 01:08:50.227951,8.79,USD,D0267,0,2025-09-20,1,5,1,2.281361456542419,1,8.79,35,25.77914285714286,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,-0.1080207423397304,0,US,RESTAURANT,POS,0,0,0,0
T0007447,C00014,2025-09-21 16:12:30.227951,98.82,USD,D0052,0,2025-09-21,16,6,1,4.603368564041463,1,98.82,35,25.77914285714286,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.0245804852446749,0,MX,RESTAURANT,ONLINE,0,0,0,0
T0002565,C00014,2025-09-27 20:52:07.227951,4.76,USD,D0059,0,2025-09-27,20,5,1,1.7509374747078,1,4.76,35,25.77914285714286,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,-0.0066899840804496,0,MX,TRAVEL,MOBILE,0,0,0,0
T0002622,C00014,2025-09-30 08:23:37.227951,14.83,USD,D0301,0,2025-09-30,8,1,0,2.761906873892921,1,14.83,35,25.77914285714286,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,-0.0885330041518375,0,MX,GROCERIES,POS,0,0,0,0
T0007608,C00014,2025-10-08 09:09:12.227951,6.79,USD,D0383,0,2025-10-08,9,2,0,2.052840859882657,1,6.79,35,25.77914285714286,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,-0.0695583715210501,0,GB,ONLINE_SUBSCRIPTION,POS,0,0,0,0
T0013524,C00014,2025-10-11 21:06:59.227951,7.07,USD,D0324,0,2025-10-11,21,5,1,2.0881534822818573,1,7.07,35,25.77914285714286,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,-0.0955179586756888,0,US,RESTAURANT,POS,0,0,0,0
T0006694,C00014,2025-10-14 19:34:05.227951,7.63,USD,D0037,0,2025-10-14,19,1,0,2.1552445050953364,1,7.63,35,25.77914285714286,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,-0.0956969713035835,0,US,TRAVEL,ONLINE,0,0,0,0
T0003463,C00014,2025-10-15 12:07:44.227951,104.77,USD,D0217,0,2025-10-15,12,2,0,4.6612669253399615,1,104.77,35,25.77914285714286,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.0407885486301209,0,MX,TRAVEL,POS,0,0,0,0
T0013467,C00014,2025-10-18 02:51:07.227951,9.57,USD,D0252,0,2025-10-18,2,5,1,2.3580197998821464,1,9.57,35,25.77914285714286,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,-0.0963128995365801,0,US,ONLINE_SUBSCRIPTION,OTHER,0,0,0,0
T0010869,C00014,2025-10-20 08:16:33.227951,32.22,USD,D0014,0,2025-10-20,8,0,0,3.503152104185149,1,32.22,35,25.77914285714286,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,-0.0327859857783302,0,DE,TRAVEL,MOBILE,0,0,0,0
T0013567,C00014,2025-10-26 08:24:02.227951,53.84,USD,D0067,0,2025-10-26,8,6,1,4.004419854694114,1,53.84,35,25.77914285714286,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.1013145583873249,0,OTHER,GROCERIES,OTHER,0,0,0,0
T0008585,C00014,2025-10-27 19:51:54.227951,5.78,USD,D0004,0,2025-10-27,19,0,0,1.913977101952304,1,5.78,35,25.77914285714286,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,-0.0753899708391235,0,GB,RESTAURANT,POS,0,0,0,0
T0003665,C00014,2025-10-28 06:24:41.227951,28.16,USD,D0244,0,2025-10-28,6,1,0,3.372797907140457,1,28.16,35,25.77914285714286,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.0801091154663212,0,DE,ONLINE_SUBSCRIPTION,OTHER,0,0,0,0
T0001898,C00014,2025-10-29 20:39:22.227951,23.49,USD,D0210,0,2025-10-29,20,2,0,3.1982648709640764,1,23.49,35,25.77914285714286,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,-0.0950008569066342,0,US,GAMBLING,ONLINE,0,0,0,0
T0005009,C00014,2025-10-31 11:29:53.227951,10.15,USD,D0165,0,2025-10-31,11,4,0,2.411439497906128,1,10.15,35,25.77914285714286,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,-0.1378527765707881,0,OTHER,RESTAURANT,POS,0,0,0,0
T0011292,C00014,2025-11-01 08:09:17.227951,12.81,USD,D0395,0,2025-11-01,8,5,1,2.6253929674212007,2,38.54,35,25.77914285714286,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.0368904498257178,0,DE,TRAVEL,ONLINE,0,0,0,0
T0001862,C00014,2025-11-01 19:36:50.227951,25.73,USD,D0281,0,2025-11-01,19,5,1,3.285786530150828,2,38.54,35,25.77914285714286,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,-0.0767275260086947,0,US,TRAVEL,POS,0,0,0,0
T0002732,C00014,2025-11-02 03:20:00.227951,9.24,USD,D0285,0,2025-11-02,3,6,1,2.3263016196113617,2,20.27,35,25.77914285714286,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.0422477770078169,0,CN,ONLINE_SUBSCRIPTION,ONLINE,0,0,0,0
T0003382,C00014,2025-11-02 12:25:57.227951,11.03,USD,D0389,0,2025-11-02,12,6,1,2.4874035299865875,2,20.27,35,25.77914285714286,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,-0.0534746353566761,0,MX,GROCERIES,POS,0,0,0,0
T0006660,C00014,2025-11-05 14:16:58.227951,14.2,USD,D0246,0,2025-11-05,14,2,0,2.7212954278522306,1,14.2,35,25.77914285714286,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,-0.1293359336687506,0,US,RESTAURANT,ONLINE,0,0,0,0
T0009439,C00014,2025-11-10 15:07:00.227951,26.65,USD,D0316,1,2025-11-10,15,0,0,3.319625727968344,1,26.65,35,25.77914285714286,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,-0.0535280678560884,0,CN,GAMBLING,ONLINE,0,1,0,0
T0014585,C00014,2025-11-13 20:20:48.227951,40.18,USD,D0303,0,2025-11-13,20,3,0,3.717952701599643,1,40.18,35,25.77914285714286,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.0585262715265545,0,CN,ELECTRONICS,ONLINE,0,0,0,0
T0000745,C00014,2025-11-22 03:29:37.227951,15.91,USD,D0100,0,2025-11-22,3,5,1,2.827905162910489,2,47.33,35,25.77914285714286,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,-0.0918497251470895,0,US,GROCERIES,ONLINE,0,0,0,0
T0003931,C00014,2025-11-22 07:18:06.227951,31.42,USD,D0132,0,2025-11-22,7,5,1,3.4787755163075302,2,47.33,35,25.77914285714286,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.0854350022300714,0,MX,OTHER,POS,0,0,0,0
T0003344,C00014,2025-11-23 19:44:28.227951,40.42,USD,D0122,0,2025-11-23,19,6,1,3.723763855967438,1,40.42,35,25.77914285714286,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.0405483069090324,0,GB,UTILITY_BILL,ONLINE,0,0,0,0
T0014241,C00014,2025-11-26 08:57:10.227951,46.09,USD,D0387,0,2025-11-26,8,2,0,3.8520606642554633,1,46.09,35,25.77914285714286,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,-0.1267982469452893,0,US,GROCERIES,POS,0,0,0,0
T0003844,C00014,2025-11-27 05:14:32.227951,19.88,USD,D0291,0,2025-11-27,5,3,0,3.038791763014438,1,19.88,35,25.77914285714286,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,-0.0903178466815344,0,US,RESTAURANT,MOBILE,0,0,0,0
T0013062,C00015,2025-09-06 21:18:42.227951,20.05,USD,D0337,0,2025-09-06,21,5,1,3.0469005601283903,1,20.05,35,35.05914285714285,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,-0.0831222322085248,0,US,ONLINE_SUBSCRIPTION,POS,0,0,0,0
T0003119,C00015,2025-09-07 08:27:25.227951,19.93,USD,D0329,0,2025-09-07,8,6,1,3.0411835364579085,2,79.02000000000001,35,35.05914285714285,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.0077359965532065,0,MX,RESTAURANT,MOBILE,0,0,0,0
T0000958,C00015,2025-09-07 11:50:30.227951,59.09,USD,D0221,0,2025-09-07,11,6,1,4.095843438345836,2,79.02000000000001,35,35.05914285714285,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.0369134033190681,0,CN,CLOTHING,ONLINE,0,0,0,0
T0003746,C00015,2025-09-12 06:19:57.227951,15.89,USD,D0274,0,2025-09-12,6,4,0,2.826721730819709,1,15.89,35,35.05914285714285,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,-0.1294839957878621,0,US,GROCERIES,ONLINE,0,0,0,0
T0002337,C00015,2025-09-16 08:39:49.227951,6.81,USD,D0268,0,2025-09-16,8,1,0,2.0554049638515948,1,6.81,35,35.05914285714285,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.0689354405972387,0,MX,CLOTHING,ONLINE,0,0,0,0
T0010295,C00015,2025-09-18 05:40:49.227951,27.38,USD,D0379,0,2025-09-18,5,3,0,3.3456846717318967,1,27.38,35,35.05914285714285,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,-0.0852853631556369,0,MX,RESTAURANT,POS,0,0,0,0
T0005762,C00015,2025-09-19 15:25:54.227951,23.92,USD,D0250,0,2025-09-19,15,4,0,3.2156706939192525,1,23.92,35,35.05914285714285,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,-0.1057216739670567,0,US,ONLINE_SUBSCRIPTION,POS,0,0,0,0
T0004814,C00015,2025-09-27 04:39:11.227951,6.74,USD,D0268,0,2025-09-27,4,5,1,2.046401687601636,1,6.74,35,35.05914285714285,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.0926734416032681,0,IN,OTHER,ONLINE,0,0,0,0
T0011599,C00015,2025-09-28 08:06:09.227951,12.24,USD,D0303,0,2025-09-28,8,6,1,2.5832425505088623,1,12.24,35,35.05914285714285,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,-0.0950265623223527,0,US,TRAVEL,POS,0,0,0,0
T0009554,C00015,2025-09-29 04:05:33.227951,83.8,USD,D0340,0,2025-09-29,4,0,0,4.440295542797857,1,83.8,35,35.05914285714285,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,-0.0984746212213251,0,US,RESTAURANT,POS,0,0,0,0
T0007109,C00015,2025-10-09 20:57:32.227951,20.62,USD,D0319,0,2025-10-09,20,3,0,3.073618812211062,1,20.62,35,35.05914285714285,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.0711139675310308,0,CN,UTILITY_BILL,POS,0,0,0,0
T0013662,C00015,2025-10-10 23:52:33.227951,17.27,USD,D0386,0,2025-10-10,23,4,0,2.905260370389916,1,17.27,35,35.05914285714285,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.0822876235879574,0,GB,RESTAURANT,OTHER,0,0,0,0
T0002368,C00015,2025-10-12 12:25:14.227951,4.75,USD,D0368,0,2025-10-12,12,6,1,1.749199854809259,1,4.75,35,35.05914285714285,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.1360405628065988,0,US,OTHER,OTHER,0,0,0,0
T0007651,C00015,2025-10-13 15:11:24.227951,41.57,USD,D0213,0,2025-10-13,15,0,0,3.751149779840061,1,41.57,35,35.05914285714285,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.0636721943595891,0,CN,TRAVEL,POS,0,0,0,0
T0001933,C00015,2025-10-19 10:37:30.227951,2.66,USD,D0096,0,2025-10-19,10,6,1,1.297463147413275,1,2.66,35,35.05914285714285,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,-0.0792861549636211,0,US,ONLINE_SUBSCRIPTION,OTHER,0,0,0,0
T0007474,C00015,2025-10-22 02:26:16.227951,17.22,USD,D0201,0,2025-10-22,2,2,0,2.902519891831812,3,108.14,35,35.05914285714285,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,-0.0605938558310718,0,US,UTILITY_BILL,POS,0,0,0,0
T0013004,C00015,2025-10-22 07:28:26.227951,57.17,USD,D0017,1,2025-10-22,7,2,0,4.06336975792267,3,108.14,35,35.05914285714285,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.0126057721054989,0,DE,CRYPTO_EXCHANGE,ONLINE,0,1,0,0
T0012712,C00015,2025-10-22 07:48:44.227951,33.75,USD,D0029,0,2025-10-22,7,2,0,3.548179572010801,3,108.14,35,35.05914285714285,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,-0.0816821321153204,0,US,RESTAURANT,ONLINE,0,0,0,0
T0005104,C00015,2025-10-24 15:47:35.227951,2.96,USD,D0145,0,2025-10-24,15,4,0,1.3762440252663892,1,2.96,35,35.05914285714285,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.0655126152669485,0,DE,ONLINE_SUBSCRIPTION,ONLINE,0,0,0,0
T0000698,C00015,2025-10-27 02:25:07.227951,335.11,USD,D0111,1,2025-10-27,2,0,0,5.817438487338134,1,335.11,35,35.05914285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.0484193872156579,0,OTHER,OTHER,ONLINE,0,0,0,0
T0006880,C00015,2025-10-30 04:52:24.227951,23.48,USD,D0359,0,2025-10-30,4,3,0,3.197856457644125,1,23.48,35,35.05914285714285,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,-0.1121282626889864,0,US,ELECTRONICS,POS,0,0,0,0
T0004774,C00015,2025-11-04 03:53:44.227951,4.46,USD,D0058,0,2025-11-04,3,1,0,1.6974487897568136,1,4.46,35,35.05914285714285,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,-0.0630825932520488,0,US,CLOTHING,MOBILE,0,0,0,0
T0013442,C00015,2025-11-05 06:12:08.227951,20.91,USD,D0126,0,2025-11-05,6,2,0,3.086943153607375,1,20.91,35,35.05914285714285,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,-0.1133210864095076,0,US,UTILITY_BILL,POS,0,0,0,0
T0002135,C00015,2025-11-09 23:41:11.227951,21.01,USD,D0012,0,2025-11-09,23,6,1,3.0914968955383704,1,21.01,35,35.05914285714285,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.0546086741634181,0,GB,UTILITY_BILL,OTHER,0,0,0,0
T0011091,C00015,2025-11-11 05:01:18.227951,41.62,USD,D0082,0,2025-11-11,5,1,0,3.752323626670471,1,41.62,35,35.05914285714285,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,-0.1274233457236901,0,US,GROCERIES,POS,0,0,0,0
T0001342,C00015,2025-11-15 00:37:50.227951,13.93,USD,D0319,0,2025-11-15,0,5,1,2.703372611551099,1,13.93,35,35.05914285714285,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,-0.0880474845550864,0,US,ELECTRONICS,POS,0,0,0,0
T0007705,C00015,2025-11-17 12:18:19.227951,53.85,USD,D0007,0,2025-11-17,12,0,0,4.00460218672124,2,75.67,35,35.05914285714285,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,-0.0843508489215987,0,US,CLOTHING,ONLINE,0,0,0,0
T0011388,C00015,2025-11-17 12:44:54.227951,21.82,USD,D0159,0,2025-11-17,12,0,0,3.1276373444339294,2,75.67,35,35.05914285714285,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,-0.0977652126378376,0,US,ELECTRONICS,OTHER,0,0,0,0
T0007254,C00015,2025-11-19 13:20:05.227951,12.96,USD,D0397,0,2025-11-19,13,2,0,2.6361960973342264,2,78.6,35,35.05914285714285,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.0664104889761357,0,DE,ONLINE_SUBSCRIPTION,ONLINE,0,0,0,0
T0004948,C00015,2025-11-19 16:07:02.227951,65.64,USD,D0130,0,2025-11-19,16,2,0,4.199304997858588,2,78.6,35,35.05914285714285,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.0405163715858745,0,CN,ELECTRONICS,ONLINE,0,0,0,0
T0007335,C00015,2025-11-20 09:36:01.227951,30.56,USD,D0031,0,2025-11-20,9,3,0,3.4518904959776733,1,30.56,35,35.05914285714285,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,-0.1317242415621996,0,US,GROCERIES,ONLINE,0,0,0,0
T0014835,C00015,2025-11-21 00:18:08.227951,7.94,USD,D0221,0,2025-11-21,0,4,0,2.190535589185423,2,21.5,35,35.05914285714285,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.0943625955472123,0,MX,OTHER,POS,0,0,0,0
T0014590,C00015,2025-11-21 05:58:44.227951,13.56,USD,D0224,0,2025-11-21,5,4,0,2.67827804276854,2,21.5,35,35.05914285714285,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,-0.0930037503528255,0,US,UTILITY_BILL,POS,0,0,0,0
T0004104,C00015,2025-11-30 09:40:32.227951,51.22,USD,D0363,0,2025-11-30,9,6,1,3.955465563270983,1,51.22,35,35.05914285714285,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,-0.0932148570866934,0,US,CLOTHING,POS,0,0,0,0
T0001422,C00015,2025-12-04 23:51:49.227951,35.18,USD,D0342,0,2025-12-04,23,3,0,3.588506479967149,1,35.18,35,35.05914285714285,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.1462175877605411,0,US,OTHER,ONLINE,0,0,0,0
T0004732,C00016,2025-09-08 22:12:01.227951,53.42,USD,D0264,0,2025-09-08,22,0,0,3.9967317333551,1,53.42,36,33.78722222222222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.0844555975423815,0,OTHER,UTILITY_BILL,ONLINE,0,0,0,0
T0011702,C00016,2025-09-09 11:04:42.227951,53.21,USD,D0267,0,2025-09-09,11,1,0,3.992865393272247,1,53.21,36,33.78722222222222,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,-0.1142205789481295,0,US,RESTAURANT,ONLINE,0,0,0,0
T0003457,C00016,2025-09-10 06:57:56.227951,4.9,USD,D0390,1,2025-09-10,6,2,0,1.7749523509116738,1,4.9,36,33.78722222222222,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,-0.0558269167257094,0,MX,GAMBLING,ONLINE,0,1,0,0
T0001067,C00016,2025-09-13 00:21:25.227951,28.1,USD,D0380,0,2025-09-13,0,5,1,3.370738174177447,1,28.1,36,33.78722222222222,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,-0.086112251583496,0,US,UTILITY_BILL,OTHER,0,0,0,0
T0006467,C00016,2025-09-16 17:16:30.227951,21.95,USD,D0321,0,2025-09-16,17,1,0,3.133317936506554,1,21.95,36,33.78722222222222,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,-0.1310663757257347,0,US,GROCERIES,OTHER,0,0,0,0
T0000039,C00016,2025-09-17 02:37:10.227951,112.58,USD,D0240,0,2025-09-17,2,2,0,4.732507434449286,1,112.58,36,33.78722222222222,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,-0.092861007817419,0,US,GROCERIES,POS,0,0,0,0
T0001096,C00016,2025-09-21 05:24:24.227951,15.63,USD,D0041,0,2025-09-21,5,6,1,2.811208293204837,1,15.63,36,33.78722222222222,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,-0.0875715148632527,0,US,TRAVEL,ONLINE,0,0,0,0
T0006393,C00016,2025-09-24 04:50:06.227951,32.75,USD,D0058,0,2025-09-24,4,2,0,3.518980417318539,1,32.75,36,33.78722222222222,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,-0.070315318945368,0,DE,ONLINE_SUBSCRIPTION,POS,0,0,0,0
T0009777,C00016,2025-10-05 13:18:26.227951,2.73,USD,D0129,0,2025-10-05,13,6,1,1.316408233655724,1,2.73,36,33.78722222222222,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,-0.0756211890103312,0,US,ELECTRONICS,POS,0,0,0,0
T0009677,C00016,2025-10-09 20:35:43.227951,18.24,USD,D0152,0,2025-10-09,20,3,0,2.9569914452375605,1,18.24,36,33.78722222222222,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,-0.1239182788908936,0,US,RESTAURANT,ONLINE,0,0,0,0
T0004224,C00016,2025-10-12 20:39:57.227951,2.37,USD,D0199,0,2025-10-12,20,6,1,1.2149127443642704,1,2.37,36,33.78722222222222,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,-0.0697327816484528,0,US,CLOTHING,POS,0,0,0,0
T0013199,C00016,2025-10-15 18:17:39.227951,13.81,USD,D0010,0,2025-10-15,18,2,0,2.6953026282797072,1,13.81,36,33.78722222222222,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-0.0777773443420377,0,DE,GAMBLING,POS,0,0,0,0
T0014701,C00016,2025-10-18 02:33:15.227951,11.4,USD,D0379,0,2025-10-18,2,5,1,2.517696472610991,1,11.4,36,33.78722222222222,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,-0.0858523768114624,0,US,ELECTRONICS,ONLINE,0,0,0,0
T0008574,C00016,2025-10-20 00:24:29.227951,4.84,USD,D0157,0,2025-10-20,0,0,0,1.7647307968401356,1,4.84,36,33.78722222222222,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,-0.1363682457479363,0,US,OTHER,POS,0,0,0,0
T0000293,C00016,2025-10-21 19:09:33.227951,12.94,USD,D0191,0,2025-10-21,19,1,0,2.6347624053323777,1,12.94,36,33.78722222222222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.1090134118258671,0,OTHER,UTILITY_BILL,ONLINE,0,0,0,0
T0002313,C00016,2025-10-22 07:45:57.227951,4.59,USD,D0204,0,2025-10-22,7,2,0,1.7209792871670078,1,4.59,36,33.78722222222222,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.0733764156554778,0,MX,GROCERIES,ONLINE,0,0,0,0
T0007533,C00016,2025-10-24 04:26:35.227951,7.35,USD,D0209,0,2025-10-24,4,4,0,2.122261538862764,3,119.04,36,33.78722222222222,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.02707499184204,0,CN,CLOTHING,OTHER,0,0,0,0
T0004196,C00016,2025-10-24 06:46:27.227951,92.83,USD,D0381,0,2025-10-24,6,4,0,4.541484634301958,3,119.04,36,33.78722222222222,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,-0.055142244968492,0,US,CLOTHING,POS,0,0,0,0
T0003502,C00016,2025-10-24 07:09:45.227951,18.86,USD,D0266,0,2025-10-24,7,4,0,2.9887076586170265,3,119.04,36,33.78722222222222,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,-0.062302803040715,0,US,ONLINE_SUBSCRIPTION,POS,0,0,0,0
T0002331,C00016,2025-10-25 08:53:05.227951,7.41,USD,D0021,0,2025-10-25,8,5,1,2.1294214739848565,1,7.41,36,33.78722222222222,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,-0.0563420575660235,0,MX,RESTAURANT,POS,0,0,0,0
T0009305,C00016,2025-10-26 03:31:06.227951,57.89,USD,D0247,0,2025-10-26,3,6,1,4.07567129695648,2,62.74,36,33.78722222222222,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,-0.0313373259229228,0,IN,ONLINE_SUBSCRIPTION,POS,0,0,0,0
