transaction_id,customer_id,timestamp,amount,currency,country,merchant_category,channel,device_id,is_fraud
T0001272,C00439,2025-09-20 13:24:37.227951,62.54,USD,US,GROCERIES,ONLINE,D0078,0
T0001273,C00059,2025-11-10 05:49:35.227951,70.48,USD,US,RESTAURANT,ONLINE,D0085,0
T0001274,C00211,2025-09-07 16:21:26.227951,15.37,USD,CA,ELECTRONICS,MOBILE,D0214,0
T0001275,C00466,2025-09-20 05:37:31.227951,50.73,USD,GB,RESTAURANT,ATM,D0276,0
T0001276,C00060,2025-10-06 18:32:17.227951,11.44,USD,US,GAMBLING,ATM,D0032,0
T0001277,C00457,2025-09-08 02:06:11.227951,6.38,USD,DE,ELECTRONICS,ONLINE,D0055,0
T0001278,C00464,2025-10-13 01:33:11.227951,29.18,USD,CA,GROCERIES,MOBILE,D0240,0
T0001279,C00322,2025-10-11 00:41:57.227951,17.83,USD,US,RESTAURANT,ATM,D0230,0
T0001280,C00374,2025-10-20 14:26:14.227951,35.28,USD,CN,ATM_WITHDRAWAL,ATM,D0091,0
T0001281,C00010,2025-09-19 20:12:30.227951,5.58,USD,US,CLOTHING,ONLINE,D0304,0
T0001282,C00057,2025-10-02 15:20:22.227951,11.63,USD,US,CLOTHING,POS,D0267,0
T0001283,C00493,2025-11-12 06:24:00.227951,3.09,USD,US,TRAVEL,ONLINE,D0285,0
T0001284,C00461,2025-09-26 07:23:38.227951,96.6,USD,US,CRYPTO_EXCHANGE,POS,D0222,0
T0001285,C00204,2025-11-22 00:56:08.227951,163.61,USD,US,ATM_WITHDRAWAL,ONLINE,D0243,0
T0001286,C00383,2025-12-04 07:41:09.227951,35.4,USD,CN,GROCERIES,POS,D0316,0
T0001287,C00131,2025-10-14 04:29:58.227951,116.85,USD,US,RESTAURANT,ATM,D0186,0
T0001288,C00496,2025-11-23 05:25:17.227951,53.35,USD,CN,UTILITY_BILL,ATM,D0102,0
T0001289,C00007,2025-11-04 09:01:49.227951,26.57,USD,IN,UTILITY_BILL,POS,D0266,0
T0001290,C00167,2025-11-21 11:38:03.227951,25.52,USD,IN,ATM_WITHDRAWAL,POS,D0177,0
T0001291,C00127,2025-10-18 13:03:49.227951,3.98,USD,US,ONLINE_SUBSCRIPTION,MOBILE,D0131,0
T0001292,C00133,2025-10-28 04:39:49.227951,20.7,USD,CN,TRAVEL,POS,D0377,0
T0001293,C00126,2025-09-10 06:13:11.227951,7.5,USD,US,CLOTHING,ATM,D0060,0
T0001294,C00391,2025-09-22 04:54:09.227951,20.27,USD,IN,GROCERIES,ONLINE,D0292,0
T0001295,C00453,2025-11-03 16:08:42.227951,95.2,USD,US,RESTAURANT,MOBILE,D0180,0
T0001296,C00179,2025-09-10 01:29:26.227951,8.67,USD,US,RESTAURANT,MOBILE,D0121,0
T0001297,C00136,2025-09-08 10:28:39.227951,20.79,USD,US,GROCERIES,POS,D0396,0
T0001298,C00154,2025-11-08 11:28:54.227951,7.83,USD,CA,ELECTRONICS,POS,D0050,0
T0001299,C00473,2025-10-28 21:31:25.227951,22.79,USD,US,TRAVEL,ATM,D0099,0
T0001300,C00078,2025-11-28 03:07:30.227951,27.76,USD,DE,RESTAURANT,ATM,D0015,0
T0001301,C00026,2025-10-26 10:00:09.227951,6.23,USD,US,RESTAURANT,ATM,D0096,0
T0001302,C00043,2025-11-20 15:35:27.227951,11.74,USD,US,GROCERIES,POS,D0341,0
T0001303,C00350,2025-09-19 01:46:00.227951,19.89,USD,CA,RESTAURANT,ONLINE,D0141,0
T0001304,C00055,2025-09-16 16:36:54.227951,7.18,USD,IN,ELECTRONICS,ONLINE,D0230,0
T0001305,C00382,2025-10-21 05:10:07.227951,5.05,USD,US,ATM_WITHDRAWAL,ONLINE,D0213,0
T0001306,C00450,2025-11-03 03:03:51.227951,6.49,USD,US,ELECTRONICS,ONLINE,D0177,0
T0001307,C00470,2025-11-13 05:54:34.227951,7.37,USD,DE,UTILITY_BILL,ATM,D0241,0
T0001308,C00306,2025-11-12 12:01:10.227951,17.42,USD,GB,CLOTHING,POS,D0002,0
T0001309,C00016,2025-12-02 01:36:56.227951,1.39,USD,MX,CLOTHING,POS,D0277,0
T0001310,C00204,2025-10-15 04:37:58.227951,6.46,USD,MX,UTILITY_BILL,POS,D0098,0
T0001311,C00449,2025-09-30 03:00:31.227951,8.13,USD,CN,ELECTRONICS,POS,D0046,0
T0001312,C00500,2025-09-30 12:19:31.227951,24.67,USD,GB,TRAVEL,POS,D0346,0
T0001313,C00055,2025-09-25 23:04:11.227951,36.92,USD,US,GROCERIES,ONLINE,D0103,0
T0001314,C00213,2025-10-21 21:58:46.227951,112.35,USD,US,UTILITY_BILL,POS,D0165,0
T0001315,C00091,2025-11-21 17:01:31.227951,44.72,USD,US,RESTAURANT,ATM,D0110,0
T0001316,C00125,2025-09-06 07:39:52.227951,10.34,USD,DE,GROCERIES,MOBILE,D0257,0
T0001317,C00261,2025-10-28 12:46:23.227951,72.88,USD,GB,GAMBLING,ONLINE,D0025,1
T0001318,C00314,2025-11-24 08:05:27.227951,5.84,USD,CA,TRAVEL,POS,D0049,0
T0001319,C00464,2025-11-08 06:45:12.227951,40.9,USD,IN,ELECTRONICS,POS,D0327,0
T0001320,C00298,2025-09-24 14:37:31.227951,8.39,USD,US,ONLINE_SUBSCRIPTION,POS,D0029,0
T0001321,C00150,2025-09-08 08:58:57.227951,16.19,USD,GB,RESTAURANT,ONLINE,D0395,0
T0001322,C00315,2025-11-05 07:28:34.227951,11.47,USD,US,CLOTHING,POS,D0240,0
T0001323,C00393,2025-12-01 08:27:06.227951,55.18,USD,IN,ELECTRONICS,POS,D0353,0
T0001324,C00164,2025-09-18 06:45:35.227951,2.79,USD,MX,RESTAURANT,ONLINE,D0322,0
T0001325,C00477,2025-10-18 23:46:29.227951,70.18,USD,US,ATM_WITHDRAWAL,POS,D0128,0
T0001326,C00320,2025-10-21 23:05:50.227951,53.18,USD,US,GAMBLING,POS,D0174,0
T0001327,C00499,2025-11-25 07:32:18.227951,10.47,USD,US,ELECTRONICS,ONLINE,D0355,0
T0001328,C00247,2025-10-29 12:02:26.227951,4.69,USD,US,RESTAURANT,POS,D0376,0
T0001329,C00402,2025-11-24 19:10:07.227951,58.28,USD,MX,CLOTHING,ONLINE,D0024,0
T0001330,C00097,2025-11-25 08:59:49.227951,60.3,USD,IN,ELECTRONICS,POS,D0137,0
T0001331,C00241,2025-09-17 03:29:21.227951,15.02,USD,US,CLOTHING,POS,D0249,0
T0001332,C00241,2025-12-03 04:35:59.227951,82.37,USD,US,ELECTRONICS,ONLINE,D0067,0
T0001333,C00218,2025-10-23 21:40:32.227951,4.23,USD,GB,GROCERIES,POS,D0342,0
T0001334,C00442,2025-10-04 02:03:33.227951,19.31,USD,GB,ONLINE_SUBSCRIPTION,ATM,D0296,0
T0001335,C00203,2025-11-20 17:06:27.227951,20.2,USD,US,ELECTRONICS,POS,D0152,0
T0001336,C00196,2025-10-13 17:11:29.227951,21.42,USD,US,ELECTRONICS,POS,D0014,0
T0001337,C00126,2025-09-30 19:44:41.227951,19.94,USD,GB,CLOTHING,ATM,D0217,0
T0001338,C00381,2025-11-21 22:17:00.227951,36.27,USD,US,GROCERIES,MOBILE,D0006,0
T0001339,C00459,2025-10-29 18:37:57.227951,9.92,USD,US,RESTAURANT,ONLINE,D0145,0
T0001340,C00153,2025-09-11 12:23:27.227951,18.61,USD,US,GROCERIES,POS,D0244,0
T0001341,C00044,2025-10-23 09:19:53.227951,2.86,USD,US,GAMBLING,POS,D0109,0
T0001342,C00015,2025-11-15 00:37:50.227951,13.93,USD,US,ELECTRONICS,POS,D0319,0
T0001343,C00147,2025-11-24 17:25:50.227951,29.46,USD,US,RESTAURANT,POS,D0236,0
T0001344,C00298,2025-11-26 22:46:50.227951,11.89,USD,US,RESTAURANT,ONLINE,D0332,0
T0001345,C00180,2025-10-18 21:15:19.227951,48.59,USD,US,ELECTRONICS,POS,D0233,0
T0001346,C00447,2025-10-17 21:11:06.227951,5.24,USD,CN,CLOTHING,POS,D0158,0
T0001347,C00028,2025-10-25 09:00:46.227951,1.65,USD,US,TRAVEL,POS,D0154,0
T0001348,C00291,2025-10-31 14:07:28.227951,35.97,USD,US,ONLINE_SUBSCRIPTION,ONLINE,D0181,0
T0001349,C00321,2025-11-09 19:02:56.227951,17.46,USD,MX,ATM_WITHDRAWAL,POS,D0131,0
T0001350,C00038,2025-11-09 08:26:29.227951,9.9,USD,CA,ONLINE_SUBSCRIPTION,ONLINE,D0309,0
T0001351,C00489,2025-09-23 03:57:02.227951,10.44,USD,US,GROCERIES,ONLINE,D0265,0
T0001352,C00148,2025-10-20 10:29:49.227951,21.71,USD,MX,ATM_WITHDRAWAL,ATM,D0210,0
T0001353,C00044,2025-11-30 13:34:38.227951,40.51,USD,GB,TRAVEL,POS,D0115,0
T0001354,C00040,2025-10-06 11:43:38.227951,11.1,USD,MX,CLOTHING,POS,D0254,0
T0001355,C00293,2025-09-23 04:03:43.227951,3.82,USD,DE,UTILITY_BILL,ONLINE,D0374,0
T0001356,C00161,2025-10-20 03:37:12.227951,30.66,USD,MX,CLOTHING,ONLINE,D0006,0
T0001357,C00324,2025-11-22 13:44:43.227951,3.29,USD,GB,TRAVEL,ONLINE,D0247,0
T0001358,C00061,2025-09-29 05:35:50.227951,9.79,USD,US,ELECTRONICS,POS,D0023,0
T0001359,C00118,2025-11-02 07:35:37.227951,8.08,USD,CA,ATM_WITHDRAWAL,ONLINE,D0396,0
T0001360,C00048,2025-11-10 02:46:17.227951,147.34,USD,GB,ONLINE_SUBSCRIPTION,POS,D0089,0
T0001361,C00039,2025-10-13 15:20:57.227951,34.75,USD,CN,UTILITY_BILL,MOBILE,D0149,0
T0001362,C00289,2025-11-08 21:23:49.227951,13.48,USD,MX,GROCERIES,POS,D0094,0
T0001363,C00090,2025-10-05 14:06:41.227951,89.42,USD,CN,GROCERIES,POS,D0362,0
T0001364,C00186,2025-09-13 17:32:28.227951,37.48,USD,US,CLOTHING,POS,D0207,0
T0001365,C00349,2025-09-09 23:14:59.227951,14.51,USD,US,CLOTHING,ONLINE,D0227,0
T0001366,C00160,2025-10-15 11:20:03.227951,101.03,USD,DE,RESTAURANT,ONLINE,D0011,0
T0001367,C00450,2025-10-05 14:27:45.227951,44.76,USD,CN,GROCERIES,POS,D0261,0
T0001368,C00241,2025-10-11 20:39:21.227951,9.19,USD,CN,UTILITY_BILL,MOBILE,D0170,0
T0001369,C00352,2025-09-29 20:24:33.227951,2.97,USD,CA,ONLINE_SUBSCRIPTION,ONLINE,D0129,0
T0001370,C00488,2025-09-11 19:09:58.227951,4.97,USD,CN,GROCERIES,POS,D0370,0
T0001371,C00293,2025-09-07 07:22:24.227951,125.37,USD,MX,UTILITY_BILL,POS,D0211,0
T0001372,C00359,2025-11-07 16:21:18.227951,5.1,USD,US,CLOTHING,ATM,D0298,0
T0001373,C00417,2025-11-17 19:42:47.227951,11.09,USD,US,ELECTRONICS,ONLINE,D0241,0
T0001374,C00287,2025-11-05 01:19:43.227951,88.25,USD,DE,TRAVEL,ATM,D0140,0
T0001375,C00024,2025-11-03 20:58:56.227951,14.78,USD,US,ONLINE_SUBSCRIPTION,ATM,D0316,0
T0001376,C00294,2025-10-13 20:55:53.227951,17.39,USD,US,RESTAURANT,POS,D0104,0
T0001377,C00259,2025-11-27 03:40:42.227951,12.76,USD,US,UTILITY_BILL,POS,D0289,0
T0001378,C00479,2025-10-27 17:05:37.227951,13.63,USD,US,ONLINE_SUBSCRIPTION,ONLINE,D0362,0
T0001379,C00441,2025-10-26 18:33:23.227951,130.61,USD,DE,RESTAURANT,ONLINE,D0198,0
T0001380,C00254,2025-10-25 10:20:05.227951,159.35,USD,CN,ELECTRONICS,ATM,D0289,0
T0001381,C00461,2025-11-09 08:20:57.227951,9.3,USD,IN,ATM_WITHDRAWAL,ONLINE,D0386,0
T0001382,C00191,2025-09-16 18:55:07.227951,19.46,USD,US,CRYPTO_EXCHANGE,ONLINE,D0115,0
T0001383,C00485,2025-10-25 13:32:36.227951,3.45,USD,US,UTILITY_BILL,POS,D0071,0
T0001384,C00391,2025-10-27 22:27:46.227951,13.8,USD,US,GROCERIES,ONLINE,D0215,0
T0001385,C00427,2025-09-21 15:34:05.227951,137.13,USD,CN,CLOTHING,ATM,D0145,0
T0001386,C00352,2025-09-28 10:46:59.227951,12.46,USD,IN,CLOTHING,POS,D0328,0
T0001387,C00436,2025-09-23 18:27:35.227951,12.78,USD,US,CRYPTO_EXCHANGE,MOBILE,D0386,0
T0001388,C00286,2025-09-30 18:11:22.227951,28.49,USD,US,RESTAURANT,ONLINE,D0239,0
T0001389,C00401,2025-09-10 23:16:35.227951,20.99,USD,US,GROCERIES,POS,D0103,0
T0001390,C00382,2025-11-26 16:29:08.227951,17.66,USD,CN,TRAVEL,ATM,D0294,0
T0001391,C00264,2025-10-11 06:51:15.227951,64.85,USD,US,TRAVEL,ONLINE,D0360,0
T0001392,C00258,2025-10-29 22:34:32.227951,15.85,USD,CN,ATM_WITHDRAWAL,ONLINE,D0324,0
T0001393,C00060,2025-09-10 21:46:14.227951,20.38,USD,DE,CLOTHING,POS,D0390,0
T0001394,C00296,2025-09-06 13:20:42.227951,118.41,USD,CA,RESTAURANT,MOBILE,D0153,0
T0001395,C00264,2025-09-08 12:23:40.227951,37.8,USD,CA,CLOTHING,MOBILE,D0391,0
T0001396,C00404,2025-10-06 09:58:19.227951,68.73,USD,US,GROCERIES,ONLINE,D0240,0
T0001397,C00040,2025-09-28 15:45:20.227951,5.51,USD,GB,ATM_WITHDRAWAL,POS,D0092,0
T0001398,C00134,2025-09-24 22:53:19.227951,188.58,USD,US,GROCERIES,ONLINE,D0041,0
T0001399,C00404,2025-11-11 12:41:26.227951,21.68,USD,US,UTILITY_BILL,ONLINE,D0079,0
T0001400,C00203,2025-09-13 17:42:11.227951,38.52,USD,US,UTILITY_BILL,MOBILE,D0153,0
T0001401,C00164,2025-10-05 09:10:20.227951,16.43,USD,US,RESTAURANT,MOBILE,D0089,0
T0001402,C00267,2025-10-09 06:48:38.227951,12.35,USD,US,GROCERIES,POS,D0342,0
T0001403,C00446,2025-09-18 16:38:32.227951,44.49,USD,CN,ELECTRONICS,POS,D0005,0
T0001404,C00035,2025-09-30 15:53:02.227951,7.17,USD,CN,ELECTRONICS,ATM,D0288,0
T0001405,C00262,2025-11-30 07:48:40.227951,5.04,USD,MX,CRYPTO_EXCHANGE,ONLINE,D0087,1
T0001406,C00307,2025-10-03 09:12:02.227951,13.77,USD,MX,TRAVEL,ONLINE,D0091,0
T0001407,C00227,2025-12-04 11:20:54.227951,78.05,USD,US,UTILITY_BILL,ATM,D0335,0
T0001408,C00197,2025-11-16 14:29:04.227951,7.2,USD,US,ONLINE_SUBSCRIPTION,ATM,D0298,0
T0001409,C00107,2025-09-30 12:02:37.227951,11.1,USD,IN,RESTAURANT,ONLINE,D0229,0
T0001410,C00269,2025-11-20 09:16:31.227951,15.85,USD,GB,GAMBLING,POS,D0192,0
T0001411,C00143,2025-10-06 06:00:14.227951,4.84,USD,MX,GROCERIES,POS,D0103,0
T0001412,C00415,2025-10-27 12:46:17.227951,5.21,USD,DE,RESTAURANT,POS,D0256,0
T0001413,C00491,2025-10-27 04:45:07.227951,45.29,USD,GB,GROCERIES,MOBILE,D0234,0
T0001414,C00352,2025-11-06 04:20:50.227951,9.72,USD,GB,ATM_WITHDRAWAL,ATM,D0153,0
T0001415,C00222,2025-11-07 03:55:01.227951,2.66,USD,IN,ONLINE_SUBSCRIPTION,POS,D0003,0
T0001416,C00146,2025-12-01 01:24:09.227951,141.95,USD,CN,RESTAURANT,MOBILE,D0127,0
T0001417,C00401,2025-10-17 08:33:57.227951,127.85,USD,US,RESTAURANT,ONLINE,D0266,0
T0001418,C00469,2025-09-17 19:16:20.227951,14.33,USD,GB,RESTAURANT,ONLINE,D0055,0
T0001419,C00245,2025-09-27 00:09:44.227951,112.52,USD,US,GROCERIES,ONLINE,D0285,0
T0001420,C00125,2025-11-13 22:52:27.227951,85.14,USD,US,ATM_WITHDRAWAL,ONLINE,D0136,0
T0001421,C00175,2025-11-13 19:16:35.227951,83.52,USD,US,ONLINE_SUBSCRIPTION,ONLINE,D0294,0
T0001422,C00015,2025-12-04 23:51:49.227951,35.18,USD,US,ATM_WITHDRAWAL,ONLINE,D0342,0
T0001423,C00432,2025-11-30 23:14:10.227951,11.48,USD,US,GROCERIES,ONLINE,D0180,0
T0001424,C00087,2025-10-27 10:13:24.227951,6.6,USD,US,UTILITY_BILL,ONLINE,D0287,0
T0001425,C00330,2025-09-23 18:32:55.227951,28.13,USD,US,GROCERIES,ONLINE,D0218,0
T0001426,C00082,2025-11-11 06:01:27.227951,14.73,USD,US,RESTAURANT,POS,D0047,0
T0001427,C00441,2025-12-02 15:16:24.227951,8.24,USD,CN,RESTAURANT,POS,D0175,0
T0001428,C00193,2025-11-07 03:43:58.227951,4.03,USD,DE,GROCERIES,ONLINE,D0104,0
T0001429,C00321,2025-10-05 07:18:40.227951,10.95,USD,CA,ONLINE_SUBSCRIPTION,ONLINE,D0109,0
T0001430,C00346,2025-10-25 21:48:19.227951,88.04,USD,GB,TRAVEL,MOBILE,D0053,0
T0001431,C00202,2025-11-24 14:42:56.227951,67.68,USD,US,GAMBLING,POS,D0138,0
T0001432,C00440,2025-09-06 13:38:37.227951,89.26,USD,GB,ONLINE_SUBSCRIPTION,ONLINE,D0217,0
T0001433,C00024,2025-09-09 17:00:03.227951,16.77,USD,DE,ONLINE_SUBSCRIPTION,ONLINE,D0315,0
T0001434,C00471,2025-11-04 08:20:48.227951,5.97,USD,DE,ATM_WITHDRAWAL,POS,D0276,0
T0001435,C00449,2025-11-09 11:08:18.227951,22.81,USD,US,RESTAURANT,POS,D0080,0
T0001436,C00080,2025-10-23 04:49:55.227951,23.13,USD,MX,ONLINE_SUBSCRIPTION,POS,D0011,0
T0001437,C00119,2025-10-04 19:07:45.227951,33.75,USD,US,UTILITY_BILL,POS,D0089,0
T0001438,C00385,2025-09-23 18:29:07.227951,3.3,USD,DE,ONLINE_SUBSCRIPTION,ATM,D0146,0
T0001439,C00265,2025-11-01 09:33:35.227951,58.04,USD,US,ATM_WITHDRAWAL,ONLINE,D0116,0
T0001440,C00232,2025-11-08 09:12:39.227951,31.15,USD,US,CLOTHING,MOBILE,D0351,0
T0001441,C00004,2025-09-23 18:53:04.227951,25.12,USD,CA,ONLINE_SUBSCRIPTION,ONLINE,D0206,0
T0001442,C00147,2025-11-21 20:49:50.227951,2.06,USD,US,CLOTHING,POS,D0179,0
T0001443,C00198,2025-11-26 18:49:56.227951,68.54,USD,CA,GROCERIES,ATM,D0330,0
T0001444,C00466,2025-10-25 06:18:01.227951,18.41,USD,DE,CLOTHING,POS,D0128,0
T0001445,C00164,2025-11-01 15:54:26.227951,7.06,USD,GB,RESTAURANT,ATM,D0367,0
T0001446,C00173,2025-09-07 22:55:02.227951,69.39,USD,US,CRYPTO_EXCHANGE,ATM,D0157,0
T0001447,C00179,2025-11-04 04:03:08.227951,69.35,USD,US,TRAVEL,ONLINE,D0035,0
T0001448,C00362,2025-09-20 07:16:58.227951,17.51,USD,US,UTILITY_BILL,MOBILE,D0319,0
T0001449,C00470,2025-09-16 13:34:28.227951,7.52,USD,US,RESTAURANT,POS,D0107,0
T0001450,C00065,2025-11-19 15:57:12.227951,17.91,USD,IN,ONLINE_SUBSCRIPTION,MOBILE,D0275,0
T0001451,C00017,2025-09-13 04:36:24.227951,36.87,USD,MX,ONLINE_SUBSCRIPTION,ONLINE,D0264,0
T0001452,C00058,2025-11-24 04:11:53.227951,33.66,USD,US,CLOTHING,ONLINE,D0029,0
T0001453,C00406,2025-11-15 21:32:02.227951,20.47,USD,GB,ELECTRONICS,POS,D0112,0
T0001454,C00062,2025-10-12 06:52:40.227951,246.59,USD,CN,RESTAURANT,POS,D0347,0
T0001455,C00013,2025-12-02 10:27:39.227951,5.05,USD,MX,RESTAURANT,POS,D0015,0
T0001456,C00243,2025-10-11 10:05:15.227951,12.94,USD,US,TRAVEL,POS,D0387,0
T0001457,C00193,2025-10-14 15:34:46.227951,12.88,USD,US,ELECTRONICS,POS,D0354,0
T0001458,C00217,2025-10-08 13:35:48.227951,47.02,USD,US,ELECTRONICS,MOBILE,D0257,0
T0001459,C00485,2025-10-20 00:05:11.227951,18.36,USD,CA,UTILITY_BILL,ONLINE,D0114,0
T0001460,C00316,2025-11-24 01:47:04.227951,43.54,USD,US,RESTAURANT,ONLINE,D0136,0
T0001461,C00368,2025-10-18 23:12:30.227951,17.43,USD,GB,GROCERIES,POS,D0063,0
T0001462,C00287,2025-11-30 19:49:37.227951,80.32,USD,CN,CLOTHING,POS,D0283,0
T0001463,C00134,2025-09-18 18:34:58.227951,16.61,USD,IN,ONLINE_SUBSCRIPTION,ONLINE,D0308,0
T0001464,C00357,2025-11-25 19:13:11.227951,36.71,USD,DE,RESTAURANT,POS,D0068,0
T0001465,C00418,2025-11-15 13:53:19.227951,11.84,USD,US,UTILITY_BILL,POS,D0336,0
T0001466,C00437,2025-10-24 07:43:52.227951,70.49,USD,US,CLOTHING,POS,D0032,0
T0001467,C00480,2025-12-01 05:03:21.227951,46.84,USD,GB,RESTAURANT,POS,D0152,0
T0001468,C00315,2025-11-30 02:39:20.227951,8.89,USD,US,GROCERIES,ATM,D0220,0
T0001469,C00389,2025-09-17 15:06:06.227951,14.88,USD,US,RESTAURANT,POS,D0006,0
T0001470,C00067,2025-09-25 12:13:05.227951,4.58,USD,CA,ATM_WITHDRAWAL,ATM,D0156,0
T0001471,C00325,2025-10-04 19:23:46.227951,38.5,USD,MX,RESTAURANT,POS,D0206,0
T0001472,C00111,2025-10-24 20:21:41.227951,22.51,USD,CN,UTILITY_BILL,ONLINE,D0236,0
T0001473,C00261,2025-09-25 02:14:24.227951,14.32,USD,US,TRAVEL,POS,D0238,0
T0001474,C00312,2025-11-04 07:09:39.227951,64.75,USD,IN,RESTAURANT,ATM,D0185,0
T0001475,C00105,2025-09-14 17:57:12.227951,60.27,USD,IN,RESTAURANT,POS,D0199,0
T0001476,C00077,2025-11-12 10:45:54.227951,32.03,USD,US,UTILITY_BILL,POS,D0240,0
T0001477,C00500,2025-11-28 15:58:25.227951,7.62,USD,IN,ONLINE_SUBSCRIPTION,ONLINE,D0054,0
T0001478,C00440,2025-09-06 22:20:04.227951,14.79,USD,US,GROCERIES,POS,D0090,0
T0001479,C00212,2025-11-27 12:46:17.227951,21.6,USD,MX,ATM_WITHDRAWAL,ONLINE,D0062,0
T0001480,C00359,2025-09-10 09:56:10.227951,30.61,USD,GB,ONLINE_SUBSCRIPTION,POS,D0189,0
T0001481,C00171,2025-10-20 02:01:30.227951,129.35,USD,US,RESTAURANT,ONLINE,D0241,0
T0001482,C00367,2025-12-01 02:01:55.227951,31.82,USD,CN,TRAVEL,ATM,D0046,0
T0001483,C00178,2025-11-03 20:12:42.227951,9.58,USD,GB,CLOTHING,POS,D0362,0
T0001484,C00287,2025-11-30 19:28:34.227951,20.96,USD,DE,RESTAURANT,POS,D0312,0
T0001485,C00138,2025-10-29 21:18:55.227951,10.96,USD,MX,ATM_WITHDRAWAL,POS,D0184,0
T0001486,C00189,2025-10-10 22:02:41.227951,29.63,USD,US,CLOTHING,POS,D0170,0
T0001487,C00184,2025-11-26 19:28:14.227951,21.09,USD,US,UTILITY_BILL,ONLINE,D0307,0
T0001488,C00190,2025-10-02 11:37:11.227951,11.53,USD,CA,RESTAURANT,POS,D0065,0
T0001489,C00064,2025-09-08 00:13:57.227951,3.27,USD,US,UTILITY_BILL,ATM,D0044,0
T0001490,C00009,2025-11-25 23:11:04.227951,8.53,USD,CA,RESTAURANT,ONLINE,D0265,0
T0001491,C00235,2025-09-08 05:24:41.227951,19.77,USD,US,TRAVEL,POS,D0178,0
T0001492,C00492,2025-10-23 23:43:39.227951,1.55,USD,MX,UTILITY_BILL,ATM,D0248,0
T0001493,C00016,2025-10-28 14:07:34.227951,80.46,USD,IN,CLOTHING,POS,D0279,0
T0001494,C00239,2025-11-09 12:44:59.227951,21.43,USD,DE,ATM_WITHDRAWAL,ONLINE,D0145,0
T0001495,C00311,2025-09-07 20:00:08.227951,76.41,USD,DE,RESTAURANT,ONLINE,D0067,0
T0001496,C00147,2025-09-23 02:24:41.227951,5.87,USD,IN,TRAVEL,ATM,D0153,0
T0001497,C00451,2025-09-21 13:46:10.227951,3.13,USD,IN,GROCERIES,POS,D0019,0
T0001498,C00129,2025-10-06 02:06:51.227951,79.11,USD,US,CLOTHING,ATM,D0052,0
T0001499,C00101,2025-09-30 04:30:45.227951,7.14,USD,US,ELECTRONICS,ONLINE,D0390,0
T0001500,C00239,2025-10-25 15:09:50.227951,11.43,USD,US,CLOTHING,POS,D0045,0
T0001501,C00338,2025-09-06 16:57:07.227951,21.74,USD,GB,GAMBLING,POS,D0089,0
T0001502,C00318,2025-11-06 12:54:28.227951,39.92,USD,GB,RESTAURANT,POS,D0341,0
T0001503,C00130,2025-11-25 11:09:15.227951,9.72,USD,US,RESTAURANT,POS,D0176,0
T0001504,C00044,2025-10-02 16:18:52.227951,18.74,USD,US,GROCERIES,ONLINE,D0362,0
T0001505,C00203,2025-12-02 23:04:13.227951,17.09,USD,US,UTILITY_BILL,POS,D0144,0
T0001506,C00007,2025-09-06 20:17:10.227951,5.84,USD,IN,UTILITY_BILL,POS,D0008,0
T0001507,C00409,2025-10-09 02:06:59.227951,20.38,USD,US,GROCERIES,ATM,D0222,0
T0001508,C00482,2025-10-10 00:37:43.227951,24.15,USD,US,UTILITY_BILL,ONLINE,D0176,0
T0001509,C00020,2025-10-09 11:05:52.227951,15.29,USD,US,ATM_WITHDRAWAL,ATM,D0246,0
T0001510,C00474,2025-11-24 23:26:55.227951,45.14,USD,US,CRYPTO_EXCHANGE,ONLINE,D0240,0
T0001511,C00018,2025-12-04 21:28:22.227951,5.36,USD,US,CLOTHING,ONLINE,D0359,0
T0001512,C00009,2025-12-03 18:26:08.227951,24.89,USD,MX,GROCERIES,POS,D0358,0
T0001513,C00214,2025-11-14 05:06:14.227951,4.73,USD,US,GAMBLING,ONLINE,D0161,0
T0001514,C00438,2025-11-17 20:45:24.227951,9.78,USD,DE,GAMBLING,ONLINE,D0337,1
T0001515,C00275,2025-10-04 20:24:55.227951,2.26,USD,DE,GROCERIES,POS,D0167,0
T0001516,C00171,2025-09-11 00:45:00.227951,8.49,USD,US,UTILITY_BILL,POS,D0335,0
T0001517,C00248,2025-10-21 20:37:50.227951,59.69,USD,US,ATM_WITHDRAWAL,ONLINE,D0047,0
T0001518,C00355,2025-09-06 07:01:56.227951,1.94,USD,CA,UTILITY_BILL,ONLINE,D0149,0
T0001519,C00045,2025-09-08 20:15:14.227951,28.18,USD,MX,RESTAURANT,ONLINE,D0278,0
T0001520,C00042,2025-09-28 21:51:00.227951,28.53,USD,DE,ELECTRONICS,POS,D0280,0
T0001521,C00347,2025-11-18 20:11:33.227951,4.08,USD,CA,CLOTHING,POS,D0086,0
T0001522,C00104,2025-11-13 14:52:03.227951,44.21,USD,US,TRAVEL,POS,D0220,0
T0001523,C00390,2025-10-14 02:30:45.227951,68.33,USD,CA,ONLINE_SUBSCRIPTION,MOBILE,D0058,0
T0001524,C00303,2025-10-16 15:20:55.227951,11.31,USD,IN,ELECTRONICS,ONLINE,D0205,0
T0001525,C00266,2025-12-04 08:01:48.227951,13.57,USD,US,UTILITY_BILL,ONLINE,D0187,0
T0001526,C00027,2025-10-23 15:14:33.227951,17.02,USD,CA,UTILITY_BILL,MOBILE,D0389,0
T0001527,C00192,2025-12-04 18:48:31.227951,6.79,USD,MX,ELECTRONICS,ATM,D0010,0
